full_date,date,weekday,time,mood,activities,note
2019-07-27,27 de julho,sábado,20:35,radiante,"ouvindo música | droga | família | viagem/passeio","amo ser adolescente, tô Mec indo pra Itaipu, suavao ouvindo música e chapadin"
2019-07-27,27 de julho,sábado,13:09,bem,"","hypado pra dormir"
2019-07-27,27 de julho,sábado,12:45,bem,"meu quarto | ouvindo música | vídeo/live | na cama","onda suave deitado na camaz caralho da pra escrever namoeal filho......mano ontem tava MT mal"
2019-07-27,27 de julho,sábado,11:45,bem,"prova | droga","porra fazendo prova chapadao lá no CNA, lembraram de mim KSHSIAHAH"
2019-07-27,27 de julho,sábado,10:17,transcendendo,"ouvindo música | vídeo/live | sofá | droga | descanso","tô Meczada fikgo, bateu forte, mas te tudo MT mec.  Deitei na cama em casa bateu a onda do prensado Mec, me estressei com minha mãe"
2019-07-27,27 de julho,sábado,02:38,transcendendo,"ouvindo música | boa refeição | punheta | vídeo/live | podcast | perdendo forte | guitarra | violão | fazendo musica | bom papo | amigos | na cama | sofá | droga | clima fino | descanso | festa | autoestima alta | meditar | THC | Álcool","tá entregue a deus......vlw fueei a realidade...não ligo pra mais botar ae não tem nada"
2019-07-27,27 de julho,sábado,00:44,transcendendo,"","10000009999x de nível, agr sei pq os meno marola nessa onda de pink Floyd, tô MT mal msm mano tô nunca visto nada parecido mano e sinistro demais"
2019-07-26,26 de julho,sexta-feira,23:54,transcendendo,"","100x visão msm bagulho bizarro..  mas muito bom com música já senti"
2019-07-26,26 de julho,sexta-feira,20:10,neutro,"amigos | descanso | viagem/passeio","voltando pra casa de carro de Niterói aqui, não com m"
2019-07-26,26 de julho,sexta-feira,17:30,bem,"na facul | shopping | amigos | clima fino","rolêzada em Niterói pika demais....fui na UFF dps fomos no plaza e descemos e fomos.pra casa"
2019-07-26,26 de julho,sexta-feira,02:03,bem,"ouvindo música | punheta | vídeo/live | descanso","pc do mej irmão batendo uma ouvindo Beatles e vendo umas puta...conversando ainda com Mayara, Muié que tô investindo demais"
2019-07-25,25 de julho,quinta-feira,22:30,bem,"ouvindo música | vídeo/live | perdendo forte | amigos | sofá","conversando com amigos sobre assuntos foda....e falando com Mayarinha  perfeita do caralho"
2019-07-25,25 de julho,quinta-feira,01:53,neutro,"filme/série | na cama","assistindo dark serie interessante me prendeu até às 4h da manhã, porém assiti isso cheio de medo....medo real msm"
2019-07-24,24 de julho,quarta-feira,20:30,bem,"muay thai | amigos","Arthur e Biel foram"
2019-07-24,24 de julho,quarta-feira,15:47,entediado,"vídeo/live | na cama","fudido na cama daquele xarope Puta que pariu namoral tô fudidao...mas pelo menos tava vendo biologia, acho que eu sei que eu quero fazer....com certeza é isso, algo envolvido com essa porra"
2019-07-24,24 de julho,quarta-feira,03:48,neutro,"droga","bateu forte demais, a onda é vai nos pensamentos tbm gostei, achei que era só percepção de especial e temporal"
2019-07-24,24 de julho,quarta-feira,03:34,bem,"na cama","conversando com Muié no Messenger nova, essa é a Nicole Ambrel gostosa do CARLAHO"
2019-07-23,23 de julho,terça-feira,20:52,bem,"ouvindo música | boa refeição | vídeo/live | perdendo forte | guitarra | violão | fazendo musica | bom papo | amigos | na cama | descanso | alguem no meu lar","amo esse meno cara, ficamos aqui tocamos violão, conversamos, o sentimento foi MT bom"
2019-07-23,23 de julho,terça-feira,15:50,bem,"boa refeição | perdendo forte | guitarra | violão | bom papo | amigos","sai com os garotos e dei um passeio no alcantara, manicurezada...Mec conversando pra caralho e depois fomos comprar minha paleta...além disso fomos no ragazzo"
2019-07-22,22 de julho,segunda-feira,09:24,bem,"boa refeição | sofá | descanso | família","chegando em casa suave sem preocupação nenhuma apenas o bom descanso e daqui a pouco vou levar uma vida boa com aniversário da minha mãe e cabo..."
2019-07-22,22 de julho,segunda-feira,08:29,bem,"perdendo forte | bom papo | amigos | clima fino | descanso | autoestima alta","de manhãzinha vendo Michel jogar um lol, conversando e falando sobre banho frio...bons papos demais.  Fluiu muito suave o meu humor nesses dois últimos dias, não me senti sem graça e com falta de piada, fiquei com autoestima de inteligência e os carakho"
2019-07-22,22 de julho,segunda-feira,05:27,neutro,"ouvindo música | droga","vendo nudes de Madu e averiguando se é ela mesma tlgd.....e era muito gostosa... tava ouvindo de Beatles enquanto fazia outra atividade se tem uma coisa que eu gosto é isso"
2019-07-22,22 de julho,segunda-feira,01:32,bem,"ouvindo música | perdendo forte | amigos | droga | Álcool","na casa de Claive gastando a onda e bebendo, padrão vendo coisas , agr tô no Pc dele MT bom, não sei se tô bem ou não fodasse"
2019-07-21,21 de julho,domingo,17:00,bem,"museu | ouvindo música | amigos | família","Gabriel gastando onda CMG tô vendo que o meno tá crescendo, fui no museu....muito foda todas as cenas e todos os aviões... Se tem algo que eu amo de verdade é avião puta que pariu amo demais aviação vai tomar no cuuuuu...tirei mt foto"
2019-07-21,21 de julho,domingo,15:30,transcendendo,"museu | choro | família","cara tava no museu e comecei a ver a porra de um show aéreo, junto com Sweet Child O Mine Muitooo bom e comecei a chorar de tão foda que tava a cena caralhooo....bizarro isso, cenas mais foda da minha vida ae.  Música é perfeita"
2019-07-21,21 de julho,domingo,12:31,bem,"shopping | ouvindo música | boa refeição | descanso | família | viagem/passeio","dando passeio de carro e ouvindo música até Bangu, olhando só a paisagem...muito triste não ter Spotify. Aí fomos no shopping Bangu gigante e começamos a olhar o tamanho e comemos no girafa  Nesse início de viagem que comecei a descobrir que amo muito o celular do meu pai, e mais ainda o celular de Michel puta que pariu o meu é muito ruizinho"
2019-07-21,21 de julho,domingo,09:22,puto,"na cama","eu odeio ficar sem Spotify Premium e internet boa fora de casa puta que pariu, isso é literalmente uma tortura"
2019-07-21,21 de julho,domingo,04:12,bem,"jogando | amigos | clima fino | descanso","frio das férias jogando dauntless jogo brabo"
2019-07-20,20 de julho,sábado,21:35,bem,"ouvindo música | punheta | jogando | descanso","Summertime Sagazada, comi a Roxxy finalmente"
2019-07-20,20 de julho,sábado,17:59,bem,"ouvindo música | jogando | amigos","FEEE BIRD E MT BOM  LOLL"
2019-07-20,20 de julho,sábado,17:53,neutro,"","pensando sobre minha reputação sobre mulher,"
2019-07-20,20 de julho,sábado,04:54,bem,"ouvindo música | boa refeição | jogando | clima fino | descanso","cheio de tesão jogando Summertime Saga comendo bem e bebendo, tranquilidade suaveee demais descanso puro"
2019-07-20,20 de julho,sábado,00:20,puto,"jogando","PICO DE ESTRESSE MAIS ALTO DA SEMANA PUTS WUR PAROU EU ODDIO ESSE JOGO VSFD"
2019-07-19,19 de julho,sexta-feira,19:48,bem,"muay thai | amigos","fiz Muai Thay com Michel e provei o meu máximo do máximo brabo do brabo"
2019-07-19,19 de julho,sexta-feira,15:43,bem,"terraço | vídeo/live | na cama | droga | clima fino","acabei de acordar mano.....clima fino aqui em cima, acabei de ver a porra de la casa de papel 3.  Fiz atitude que não faria normalmente, por exemplo deu na telha subir no terraço, e só fui ...o segredo é 2 mg de Rivotril e 300mL de álcool"
2019-07-19,19 de julho,sexta-feira,04:30,bem,"na cama | droga | Álcool","KKKKKKKKKKK TL Bêbado, mas nem tanto, apenas sentido a bebida, mas não tão mal, graças a deus, odeio ficar mal de bebida, bad trip de álcool é horrível"
2019-07-19,19 de julho,sexta-feira,01:17,bem,"punheta | droga",""
2019-07-19,19 de julho,sexta-feira,00:06,neutro,"Alprazolam","tomei 4 e olha no que deu"
2019-07-18,18 de julho,quinta-feira,20:35,bem,"jogando | descanso","jogo muito de WW porra"
2019-07-18,18 de julho,quinta-feira,19:48,puto,"jogando","caralho odeio league of legends vtnc"
2019-07-18,18 de julho,quinta-feira,16:40,bem,"boa refeição | droga","to em casa comendo, mas parece muito que eu tô bebado KKKKKKKKKKK caralho....bagulho destruidor msm"
2019-07-18,18 de julho,quinta-feira,05:25,bem,"droga | clima fino | descanso","dançando em casa na onda do remédio, mas achei até fraquinha tlgd....poderia ser bizarra, mas nem foi....na próxima tomarei 5 pode anotar"
2019-07-18,18 de julho,quinta-feira,04:18,neutro,"droga | clima fino | descanso","bateu"
2019-07-18,18 de julho,quinta-feira,03:35,bem,"ouvindo música | vídeo/live | Alprazolam","tomei uns 3 Rivotril e alguns momentos atrás tava vendo material pra viajar, e é baratin mano"
2019-07-18,18 de julho,quinta-feira,01:50,neutro,"ouvindo música | descanso","mano preciso tirar foto urgente tlgd....foto bonita, pra ontem, vou desativar meu Tinder e virar viado vlwvlw....não quero perder mais Matches"
2019-07-17,17 de julho,quarta-feira,20:36,bem,"muay thai","treino fluiu bem demais, tenho que copiar a rotina que fiz nesse dia....se eu acordar cedo eu jogo eu fico pika no muaithay e almoçar tbm, e lanchar um pouco antes.... TAVA MUITO FRIOOOO, nunca achei que frio ia incomodar mais que cansaço"
2019-07-17,17 de julho,quarta-feira,01:45,bem,"vídeo/live | filme/série | descanso","tô suave vendo uma série do caralho do caralho....tô mais de boa que antes.  Parei pra ver a porra de um vídeo de First class, parabéns o cara sabe fazer entretenimento...mano que saudades de editar fazer tudo, bateu uma vontade do caralhonde trabalhar com qualquer produção cinematográfica"
2019-07-16,16 de julho,terça-feira,21:53,bem,"ouvindo música | boa refeição | amigos | na cama | descanso | alguem no meu lar","noite terminou até Mec demais.... Pc voltou, fiquei em casa, tô na minha..Tudo indo certo"
2019-07-16,16 de julho,terça-feira,20:30,neutro,"amigos | alguem no meu lar","um.pouco tristezinho por tudo, nao tava querendo ir pra casa de Claive....e tava com meu irmão na cabeça.  Esta brigado com.akguem que tu vive todo dia é de fuder"
2019-07-16,16 de julho,terça-feira,18:31,neutro,"amigos | alguem no meu lar","sem PC mas com amigos"
2019-07-15,15 de julho,segunda-feira,21:50,neutro,"filme/série | amigos | na cama | alguem no meu lar","Pedro Arthur"
2019-07-15,15 de julho,segunda-feira,20:30,neutro,"muay thai | amigos","nunca quis ir tanto embora do muaithay..."
2019-07-15,15 de julho,segunda-feira,19:13,mal,"na cama","Mayara tá triste, minha mãe quer conversar cmg provavelmente sobre maconha e eu fui enquadrado ...... de fude"
2019-07-15,15 de julho,segunda-feira,18:45,neutro,"amigos","tomei.meu.primeiro enquadro...e foi mó suave, nem fiquei com adrenalina nem nada, só com medo"
2019-07-15,15 de julho,segunda-feira,14:30,mal,"","mano odeio ser babaca puta merda......a mina falou todo mundo aí é de fude  fazia tempo que não gelava"
2019-07-15,15 de julho,segunda-feira,04:36,bem,"ouvindo música | punheta | filme/série | na cama | descanso","fim de dia suave bate uma punheta forte demais pra Maria Clara pensando em comer ela em pé só metendo o pikao naquela buceta rosa gostosa do caralho e olhando naquele espelho grandão aquela raba....dps olhando nos olhos e chupando aquele peitão fodasse cheio de tesão....tudo isso enquanto escutava pink floyd.  Antes e depois dos acontecimentos eu estava vendo Strangers Things"
2019-07-15,15 de julho,segunda-feira,03:52,neutro,"","tava ficando triste por ter sido escrotao e por Maria Clara gostar. mais claramente de Arthur pelo cara ser branco tlgd....foda neguin nem tem vez"
2019-07-15,15 de julho,segunda-feira,00:27,neutro,"","bateu tava hypadao pra nude mas eu sou babaca  caralho só bateu o arrependimento poderia tá vendo peito agr mano"
2019-07-14,14 de julho,domingo,20:57,bem,"amigos | droga | descanso","pensando demais na porra do Stranger Things ser hypado por mim só por eu estar chapado enquanto tava vendo.....mas fodasse a série é boa demais real msm me deu entretenimento, mas eu senti que era apenas um bagulho por 💰 KKKKKKKKKKK lá no final meu ridiculinho msm mas sem problema tinha o que eu queria entretenimento"
2019-07-14,14 de julho,domingo,19:32,bem,"podcast | na cama | droga | descanso | viagem/passeio","ouvindo podcast Meczada enquanto passo por mó onda lá KKKKKKKKKKK em Maricá brabo demais amo strangers Things puta que pariu que viagem KKKKKKKKKKK to concentrando duas coisas uiuiui Blade Runner é doidera pira mano amo coisas que estrapolam realidades próximas a transformando em entretenimento e reflexão próximas que são abordada hj em dia ainda"
2019-07-14,14 de julho,domingo,16:30,bem,"praia/piscina | ouvindo música | boa refeição | perdendo forte | amigos | droga | descanso | alguem no meu lar | família","fumei maconha na praia fodasse dps segui um baixo de fuder mano e caralho mó pika a porra do in mY MIND versão reagge de fuder...dps encontramos meus pais lá no festival de rock e andamos e sentamos e assistimos uma banda braba (eu tava muito alto msm naquele ponto tlgd) aí hypei demaaaiiiss porém nem foi tão bom assim KKKKKKKKKKK eu achava que ia ser rock brabo msm, mas foi só umas canseira"
2019-07-14,14 de julho,domingo,16:09,bem,"ouvindo música | amigos | descanso | família","eu sou feliz   fodasse que passeio gostoso por Maricá tudo lindo brabo demais"
2019-07-14,14 de julho,domingo,04:30,bem,"","caralho Stranger Things é uma série muito boa pqp"
2019-07-14,14 de julho,domingo,03:09,bem,"filme/série | amigos | na cama | alguem no meu lar","vendo Stranger Things bom pra caralho....numa onda braba msm, mas eu tô mais Mec que a última... porra fazia tempo que não ficava chapei"
2019-07-14,14 de julho,domingo,02:50,bem,"vídeo/live | filme/série | amigos | na cama | droga | descanso | alguem no meu lar | THC","KKKKKKKKKKK caralho fumei com Arthur e fodasse perdi a dimensão do meu quarto e cabo....."
2019-07-13,13 de julho,sábado,22:24,bem,"","caralho bizarrao a porra da série e sua trilha sonora braba MT bom tô entrando nada e quero comer jeane"
2019-07-13,13 de julho,sábado,21:37,transcendendo,"vídeo/live | na cama | droga","na Cracolândia vendo aquele vídeo do nerdologia Pika"
2019-07-13,13 de julho,sábado,20:45,bem,"ouvindo música | boa refeição | jogando | filme/série | perdendo forte | amigos | na cama | droga | descanso | alguem no meu lar","cheguei fiquei na padaria sentando pra comer ri pra CARALHO, pq era em frente a minha casa...e geral chegando lá e nossa família inteira guardando a onda...e a gnt na padaria  Dps subi comi pra caralho e só dei uma de baiano msm, deitei e fodasse fiquei vendo série a Arthur jogando.  p.s naquele momento eu tava bizarramente alto, mas eu tava agindo normal KSHDKSJAJA foi até engraçado."
2019-07-13,13 de julho,sábado,19:43,bem,"perdendo forte | amigos | droga","voltando pra casa Chapadão pra caralho, e quase assaltando uma velinha KKKKKKKKKKK...foi dahora"
2019-07-13,13 de julho,sábado,19:20,bem,"perdendo forte | amigos | droga | THC","na marinha, com Roberta, Pedro e Arthur fumando....muitoooo suaveee, voltei pra casa torto"
2019-07-13,13 de julho,sábado,08:30,neutro,"limpando | amigos | clima fino | adrenalina","casa de André o cara quebrou o prato fiquei em choqueeeee  sábado de manhã sol e frio gostoso"
2019-07-13,13 de julho,sábado,07:09,bem,"perdendo forte | amigos | droga","bom dia rindo pra caralho de Michel bolado"
2019-07-12,12 de julho,sexta-feira,22:30,transcendendo,"filme/série | amigos | droga | descanso","Blade Runner cabeça explodindo melhor filme que vo puta que pariu que doidera foda pra caralho....tudo e perfeito quando eu tiver sóbrio falo mais."
2019-07-12,12 de julho,sexta-feira,21:15,bem,"boa refeição | vídeo/live | filme/série | perdendo forte | amigos | na cama | droga | clima fino | THC","na casa de André, comemos saímos na Trindade damo.um.dois, dps fumamos no quarto dele...Mec mec"
2019-07-12,12 de julho,sexta-feira,03:14,bem,"vídeo/live | filme/série | descanso","mano que bizarro KKKKKKKKKKK caralho que momento foda...tava ouvindo a música do MC Donald's e vou pra porra. do Django e a música combina INEXPLICÁVELMENTE e eu fico brilhando sinistrao"
2019-07-12,12 de julho,sexta-feira,01:58,bem,"punheta | na cama | descanso","caralho que punheta pika mano.... quase gozei ali pensando no sexo tlgd....uiui que vontade de fuder alguém caralhi"
2019-07-11,11 de julho,quinta-feira,20:37,bem,"ouvindo música | boa refeição | vídeo/live | perdendo forte | amigos | descanso","dia resumido:  fui pra casa de André com Pedro dps de ter acordado-me aqui em casa, aí lá nos jogamos lol até Kluivert e Maturano chegar, comemos, rimos, meti meu pé e fui ver Stranger Things"
2019-07-10,10 de julho,quarta-feira,22:25,bem,"amigos | clima fino | descanso","conversando da vida com Pedro lindo perfeito no ponto passando um bom frio"
2019-07-10,10 de julho,quarta-feira,21:27,bem,"ouvindo música | filme/série | perdendo forte | guitarra | violão | amigos | na cama | descanso | alguem no meu lar","com Pedro conversando sobre a vida papo bom e visão, e Michel pika amo meus amigos"
2019-07-10,10 de julho,quarta-feira,19:30,mal,"muay thai","acho que vou desmaiar mano fudeu"
2019-07-09,9 de julho,terça-feira,21:11,bem,"ouvindo música | jogando | vídeo/live | filme/série | amigos | na cama | clima fino | descanso","resumo do meu dia ae...padrão jogando lol com os garotos passando frio e vendo Stranger Things"
2019-07-08,8 de julho,segunda-feira,20:00,bem,"ouvindo música | boa refeição | filme/série | perdendo forte | amigos | na cama | descanso","deitadao na casa de July ouvindo série e mexendo no celular dela"
2019-07-08,8 de julho,segunda-feira,16:49,bem,"cinema | shopping | boa refeição | amigos","comi aquele sorvete pika e demos rolê pelo shopping, mas bem curtinho"
2019-07-08,8 de julho,segunda-feira,15:30,bem,"ouvindo música | guitarra | violão | amigos | descanso | alguem no meu lar | busão","lindos vieram aqui em casa e fomos de cinemada dps"
2019-07-07,7 de julho,domingo,18:16,radiante,"ouvindo música | boa refeição | droga | descanso","mano tô em uma onda sóbria MT Mec tlgd felizinho demais, bebendo no meu copo e comendo amendoim feliz pra caralho no Pc....apenas gratidão em todos os sentidos sem ter oq pra que se preocupar"
2019-07-07,7 de julho,domingo,16:00,bem,"shopping | punheta | descanso","batendo uma no provador e pensando num good sexo"
2019-07-06,6 de julho,sábado,22:31,bem,"ouvindo música | boa refeição | jogando | vídeo/live | perdendo forte | amigos | na cama | droga | descanso","na casa de André com Matu, dormi lá Mec demais...conversamos pra carlaho...joguei lol demais pq sou pika. Não lembro muita coisa pelo fato de estar high"
2019-07-06,6 de julho,sábado,20:20,bem,"amigos | compras","fazendo compras com André e Maturano, meno pika"
2019-07-06,6 de julho,sábado,19:32,neutro,"ouvindo música | amigos | droga | festa","tudo MUITO lento...tava pensando demais na merda que os cara botaram pra mim e acabei ficando até que triste...."
2019-07-06,6 de julho,sábado,18:25,bem,"ouvindo música | boa refeição | perdendo forte | amigos | droga | descanso","comendo bem pra CARALHO e de carinho com Mayara pq eu amo uma mulher nessa vida pikaa demais caralho amo fodasse... Rindo pra caralho e se preocupando que estou sequelando demais com Arthur KKKKKKKKKKK...a gnt e MT mongol"
2019-07-06,6 de julho,sábado,17:30,bem,"amigos | droga | THC | Nicotina","dando um dois com a rapaziada no Carrefour...fumei muitokkkkkkkkkk"
2019-07-06,6 de julho,sábado,15:19,bem,"ouvindo música | descanso | busão","ouvindo o fino do trap e escrevendo no meu diário lindo"
2019-07-06,6 de julho,sábado,14:30,radiante,"autoestima alta","ME SENTINDO BONITO PRA CARALHO HOLLY"
2019-07-06,6 de julho,sábado,06:00,neutro,"na cama","aconteceu aquela parada de acordar dps de ter ""caído"" em um sonho, todo assutado kkkkkkkk"
2019-07-06,6 de julho,sábado,05:45,neutro,"na cama | droga","mano não usei DROGA EM SI, mas tava no efeito tlgd...tinha acabado de acordar e queria desligar o despertador e não sabia como e me sentia que não tava completamente são.... sensação sinsitra"
2019-07-05,5 de julho,sexta-feira,15:13,bem,"ouvindo música | boa refeição | jogando | vídeo/live | filme/série | amigos | na cama | clima fino | descanso | alguem no meu lar","RESUMIDO:  cortei o cabelo, joguei MT lol... assisti Rick and morty deitadao com Michel, amo esse clima pra assistir uma série..."
2019-07-04,4 de julho,quinta-feira,19:11,neutro,"muay thai","caralho cansei demais no início, mas dos que fiquei aquecido fiquei Mec demais....aí tô sentindo que tô portando demais graças a Deus"
2019-07-04,4 de julho,quinta-feira,17:12,bem,"cinema | shopping | ouvindo música | filme/série | amigos | descanso","vendo homem aranha, FILME FODA PRA CARALHO BRABOOO.....MT bom manoo"
2019-07-03,3 de julho,quarta-feira,19:30,neutro,"muay thai",""
2019-07-03,3 de julho,quarta-feira,12:07,bem,"ouvindo música | descanso","feliz pra caralho descendo a rua 8, dps de sair da nutricionista sabendo que tô Mec Mec"
2019-07-03,3 de julho,quarta-feira,00:55,bem,"filme/série | na cama | descanso","assistindo o filme do adan sandler"
2019-07-02,2 de julho,terça-feira,23:56,bem,"ouvindo música | boa refeição | jogando | filme/série | amigos | na cama | descanso","RESUMIDO:  Assisti Rick and Morty, fui na casa de André, voltei joguei lol"
2019-07-01,1 de julho,segunda-feira,19:32,neutro,"muay thai","Gabriel me assistindo ae"
2019-07-01,1 de julho,segunda-feira,16:54,bem,"cinema | shopping | filme/série | descanso | família","assintindo toy story 4 em família filme bom pra caralho"
2019-07-01,1 de julho,segunda-feira,00:45,bem,"ouvindo música | na cama | descanso | alguem no meu lar","zeradao e sóbrio suave demais escrevendo tudo no diário"
2019-06-30,30 de junho,domingo,21:13,bem,"amigos | na cama | descanso | alguem no meu lar","mano vtnc kkkkkkkkkkkkkkkk Rick and Morty é muito bom puta merda"
2019-06-30,30 de junho,domingo,19:51,neutro,"violão | na cama | descanso","bolado com o bagulho de July e conversando com Arthur comi uma pizza mó boa"
2019-06-30,30 de junho,domingo,16:49,bem,"ouvindo música | amigos | descanso","NA rolê na marinha sem drogas sem nada de fude......"
2019-06-30,30 de junho,domingo,10:30,bem,"ouvindo música | jogando | droga | descanso","achei que minha mãe ia me matar e os carakho mas ela tava até que Mec demais joguei o fino de Aatrox de manhã"
2019-06-30,30 de junho,domingo,02:31,bem,"ouvindo música | na cama | droga | descanso","chapado pra caralho escuta música e fritando....ponto alto foi sem chão, eu tava sentindo a música tlgd tava bizarrao"
2019-06-30,30 de junho,domingo,01:01,neutro,"","meio chateadinho que não fiquei com a porra da garota...tava ali mano era só beijar tlgd aí cabo mano, só que fui bunda com medo de ser chamado de estuprador"
2019-06-30,30 de junho,domingo,00:25,bem,"amigos | droga | festa | THC","fui me despedir de Natalie quase beijei ela tlgd aí ela deu desculpinha mas suave, puta que pariu sei aquele cheiro de Lucky Strike dela tava prefeito mano.....aiaiaiaiaiiaiauiuiui.... dps daí fomos expulso e geral desceu Mec e demos um dois no pda e na marinha....e fomos pra casa com.mt aporrinhacao da mae"
2019-06-29,29 de junho,sábado,22:00,neutro,"amigos | droga | festa","começo a parte merda do role que eu tava procurando meus amigos mas tava todo mundo beijando tlgd....só o fino da tristeza...aí Pedrão tava ficando com nátalie isso me fudeu demais...pq bateu um sentimento forte de arrependimento do caralho tlgd....de fuder mano Holy shit"
2019-06-29,29 de junho,sábado,21:07,bem,"ouvindo música | amigos | droga | festa | Álcool","porra feliz pra caralho que entramos só encontrei geral sentei bebi e comecei a trocar ideia.... falei com nátalie essa passou a mão na minha barriga ai eu fiquei meeec demais pra caralho pensei que já queria...aí comecei a beber e beber e comecei a me soltar, conversei com uma porrada de gente...aí andei pra lá e pra cá com nátalie atrás de bebida tlgd, aí a gnt foi conversando e trocando uma ideia bizarra de boa (tirei uma foto olhando no olho dela detalhe principal da história) Fiquei xonadinho e muito bebinho....tava MT bêbado e chapado kkkkkkkkkkkkkkk"
2019-06-29,29 de junho,sábado,18:57,bem,"amigos | droga | descanso | THC","mec fumando lá na marinha com Pedro e Arthur, deitadao na pedra e lá em baixo com Giba perfeita do caralhooko lindaaaa porra fodasse perfeita gostosa... botando a merda de música junina Altonakkkkkkk.. Dps disso a gostosa do caralho chegou e fomos armar um base e cabo..."
2019-06-29,29 de junho,sábado,10:53,bem,"amigos","passeio com a turma no rio de janeiro, trabalho de campo pika demais conhecendo tudo"
2019-06-28,28 de junho,sexta-feira,22:20,bem,"ouvindo música | descanso","Meczada consertei meu Pc tô feliz, não tanto, mas satisfeito Mec demais pelo dia tranquilo, e sem preocupação com nada pq tô de férias"
2019-06-28,28 de junho,sexta-feira,16:45,transcendendo,"ouvindo música | droga | descanso","fazendo trab e ouvindo músicas pqp eu amo tanto musical vim umas 15h e senti uma paz MT boa e uma sensação MT boa msm pita que pariu...dps agr tô ouvindo deep remix fodasse amém MT bom amo música"
2019-06-28,28 de junho,sexta-feira,08:26,bem,"vídeo/live | amigos | na cama | descanso","vendo vídeo Mec com André feliz no ar deitado de manhã uiui feliz"
2019-06-27,27 de junho,quinta-feira,20:21,bem,"ouvindo música | boa refeição | jogando | vídeo/live | perdendo forte | amigos | na cama | droga | descanso","tava rindo só o fino e comendo bem pra caralho puta que pariu tava de. fuder meeeennn, tudo nosso...tava vendo uns vídeos lá MT pika a casa dele é perfeita com aquele home theater. vi tente não rir pika demais e ri MT e comi MT hamburguer"
2019-06-27,27 de junho,quinta-feira,16:38,transcendendo,"podcast | droga | descanso | busão","caralho que onda boa sério nunca fiquei tão feliz faz muito tempo.  agr tô ouvindo nerdcast muito bom mesmo.   ISSO AQUI FOI 3X MAIOR QUE TRANSCENDENDO."
2019-06-27,27 de junho,quinta-feira,16:25,transcendendo,"ouvindo música | droga | busão","umas das melhores onda da vida sério to transcendendo, tá tudo tão lento e gostoso demais amém....música transforma tudo e ainda mais esse fone"
2019-06-27,27 de junho,quinta-feira,15:25,bem,"droga | THC | Nicotina","fui com os meno atrás do Carrefour F1 e ficar mec demais, foi pika, única parte meio fudida foi o maluco que assaltou ali mas kkkkkkkkkkk foda....gastei 14 reais em 3 biscoitos MT bom"
2019-06-27,27 de junho,quinta-feira,00:35,neutro,"ouvindo música | na cama | descanso","cabou todas as ondas 👍🏽"
2019-06-26,26 de junho,quarta-feira,23:30,bem,"ouvindo música | na cama | droga | descanso","Mec feliz refletindo no rolê e botando as responsabilidades em dia nessa porra é o creme tmj"
2019-06-26,26 de junho,quarta-feira,21:20,bem,"boa refeição | perdendo forte | amigos | droga | busão","voltando com o Cria e rindo horrores do maluco que votou no Bolsonaro puta merda e dps comemos um Ragazzo perfeito demais, logo mais fomos pro busão e perdemos muito com a foto lá e uma porrada de coisa puta que pariu rio demais com mixhel"
2019-06-26,26 de junho,quarta-feira,20:36,bem,"na facul | perdendo forte | amigos | droga | descanso | THC","a parte final foi encontrado Viviane dps de ter decido do prédio de letras e nos lá amarradao um no outro....(mano na próxima ver não posso ser muito fofo como sou com qualquer mulher tenho que chegar de pau duro mesmo fodasseeeee, botar a mão na coxa e apertar e falar gostosa)...aí dps a gnt discutiu com a mãe dela jesus cristokkkkkkkkk falandk como se lidar tlgd de fude a garota MT perttubadinha mas fofa...  No final saindo a gnt ficou vendo um show MUITOOO foda tlgd de fude"
2019-06-26,26 de junho,quarta-feira,18:30,neutro,"na facul | amigos | droga","momento fududai mrm ela meio que me usou não tô MT triste pq não acreditei em nada, mas foi isso real seco demais....ela tá carente e me usou de matar carência.  única parte rajada do role, puta merda caralho que tristeza só queria sentir porra ficar abrsxadinho com alguém assim puta que pariu tô triste jesus....nunca vou fazer isso na minha adolescência pq sou fracassado caralho"
2019-06-26,26 de junho,quarta-feira,18:02,bem,"na facul | perdendo forte | amigos | droga","a mãe dela pede biometria do olho, tava de. conchinha no meio da faculdade com Ana...e tava rindo do perdoe perdão pro assassino da tua mae"
2019-06-26,26 de junho,quarta-feira,14:30,bem,"amigos | droga | descanso | Álcool","rolê inacreditável com Ana frango eletrônica 😠😠😠"
2019-06-25,25 de junho,terça-feira,10:20,nostálgico,"ouvindo música | na cama | descanso","ouvindo música de 2016 e refletindo que eu era talvez feliz, mas não sabia, porém eu sei que não era o nome disso é nostalgia: de achar que tudo antigo era melhor.  E fico imaginando o que vai ser de mim do futurk imaginando que o eu agr está deitado as 10:22 na cama gostoso sem nenhuma conta pra pagar fodasse tá MT bom"
2019-06-24,24 de junho,segunda-feira,19:28,neutro,"muay thai",""
2019-06-24,24 de junho,segunda-feira,17:27,bem,"filme/série | na cama | descanso","vendo democracia em vertigem, o bagulho é realmente muito bom e emocionante"
2019-06-24,24 de junho,segunda-feira,14:37,bem,"ouvindo música | punheta | busão","mano tesão aumenta em 1000% gozei em literalmenre 3 segundos"
2019-06-23,23 de junho,domingo,10:25,bem,"ouvindo música | boa refeição | jogando | na cama | descanso","RESUMO:   mais um dia padrão que vou me relembrar como que eu era feliz e não sabia, joguei fortnite a noite toda."
